customer_id,customer_name,email,registration_date,customer_type
CUST-00028,Jennifer Moore,jennifer.moore28@store.net,2022-01-01 00:00:00,REGULAR
CUST-00029,Jessica Smith,jessica.smith29@gmail.com,2023-01-07 00:00:00,PREMIUM
CUST-00030,Elizabeth Davis,elizabeth.davis30@gmail.com,2022-09-04 00:00:00,PREMIUM
CUST-00031,John Williams,invalid_email_31,2022-03-12 00:00:00,VIP
CUST-00032,Sarah Jones,sarah.jones32@yahoo.com,2023-11-07 00:00:00,REGULAR
CUST-00033,Sarah Garcia,sarahgarcia#example.com,2023-06-25 00:00:00,PREMIUM
CUST-00034,Susan Miller,susan.miller34@store.net,2022-07-25 00:00:00,PREMIUM
CUST-00035,Richard Lopez,richard.lopez35@example.com,2023-06-14 00:00:00,REGULAR
CUST-00036,Linda Davis,linda.davis36@gmail.com,2022-12-13 00:00:00,REGULAR
CUST-00037,Sarah Davis,sarah.davis37@store.net,2022-08-14 00:00:00,REGULAR
CUST-00038,Mary Davis,mary.davis38@gmail.com,2022-02-02 00:00:00,PREMIUM
CUST-00039,John Taylor,john.taylor39@yahoo.com,2022-10-13 00:00:00,REGULAR
CUST-00040,Michael Moore,michael.moore40@yahoo.com,2023-08-08 00:00:00,REGULAR
CUST-00041,Linda Thomas,linda.thomas41@example.com,2022-07-14 00:00:00,REGULAR
CUST-00042,Susan Lopez,susan.lopez42@example.com,2023-02-25 00:00:00,REGULAR
CUST-00043,Mary Brown,mary.brown43@gmail.com,2023-02-17 00:00:00,PREMIUM
CUST-00044,Patricia Davis,patricia.davis44@yahoo.com,2022-07-14 00:00:00,REGULAR
CUST-00045,Robert Wilson,robert.wilson45@yahoo.com,2022-10-13 00:00:00,REGULAR
CUST-00046,John Anderson,john.anderson46@store.net,2022-04-11 00:00:00,REGULAR
CUST-00047,Sarah Smith,sarah.smith47@gmail.com,2022-08-31 00:00:00,REGULAR
CUST-00048,Jessica Thomas,jessica.thomas48@yahoo.com,2023-02-15 00:00:00,VIP
CUST-00049,Jennifer Gonzalez,jennifer.gonzalez49@gmail.com,2023-02-04 00:00:00,REGULAR
CUST-00050,Joseph Martinez,joseph.martinez50@example.com,2023-07-24 00:00:00,REGULAR
CUST-00051,Jessica Jones,jessica.jones51@yahoo.com,2022-10-31 00:00:00,REGULAR
CUST-00052,Mary Jackson,mary.jackson52@store.net,2022-03-04 00:00:00,PREMIUM
CUST-00053,Mary Johnson,mary.johnson53@store.net,2023-05-04 00:00:00,REGULAR
CUST-00054,Thomas Garcia,thomas.garcia54@gmail.com,2023-06-05 00:00:00,REGULAR
CUST-00055,Jennifer Williams,jennifer.williams55@store.net,2022-03-11 00:00:00,REGULAR
CUST-00056,Linda Gonzalez,linda.gonzalez56@gmail.com,2023-08-07 00:00:00,REGULAR
CUST-00057,Karen Johnson,karen.johnson57@store.net,2022-03-25 00:00:00,REGULAR
CUST-00058,Charles Jackson,charles.jackson58@store.net,2022-11-20 00:00:00,VIP
CUST-00059,Michael Hernandez,michael.hernandez59@yahoo.com,2022-09-29 00:00:00,REGULAR
CUST-00060,Elizabeth Anderson,elizabeth.anderson60@outlook.com,2022-03-16 00:00:00,REGULAR
CUST-00061,Karen Jackson,karen.jackson61@gmail.com,2022-03-17 00:00:00,REGULAR
CUST-00062,Thomas Rodriguez,thomas.rodriguez62@yahoo.com,2022-12-24 00:00:00,PREMIUM
CUST-00063,Linda Lopez,linda.lopez63@outlook.com,2022-06-11 00:00:00,REGULAR
CUST-00064,Sarah Martinez,sarah.martinez64@store.net,2023-11-01 00:00:00,REGULAR
CUST-00065,Sarah Martinez,sarah.martinez65@gmail.com,2022-05-18 00:00:00,REGULAR
CUST-00066,Patricia Moore,patricia.moore66@yahoo.com,2022-10-06 00:00:00,REGULAR
CUST-00067,Michael Hernandez,michael.hernandez67@yahoo.com,2023-10-12 00:00:00,PREMIUM
CUST-00068,Thomas Thomas,thomas.thomas68@outlook.com,2022-02-22 00:00:00,REGULAR
CUST-00069,Susan Rodriguez,susan.rodriguez69@gmail.com,2022-01-04 00:00:00,REGULAR
CUST-00070,Robert Rodriguez,robert.rodriguez70@yahoo.com,2023-03-29 00:00:00,REGULAR
CUST-00071,Susan Moore,susan.moore71@gmail.com,2022-04-25 00:00:00,REGULAR
CUST-00072,Robert Moore,robert.moore72@gmail.com,2023-01-14 00:00:00,REGULAR
CUST-00073,Robert Wilson,robert.wilson73@yahoo.com,2022-02-12 00:00:00,REGULAR
CUST-00074,Mary Lopez,mary.lopez74@yahoo.com,2023-11-30 00:00:00,REGULAR
CUST-00075,Patricia Lopez,patricia.lopez75@store.net,2023-02-21 00:00:00,VIP
CUST-00076,Robert Davis,robert.davis76@yahoo.com,2022-07-01 00:00:00,PREMIUM
CUST-00077,James Garcia,james.garcia77@outlook.com,2023-02-26 00:00:00,PREMIUM
CUST-00078,Linda Rodriguez,linda.rodriguez78@yahoo.com,2022-04-21 00:00:00,REGULAR
CUST-00079,Mary Thomas,mary.thomas79@yahoo.com,2022-07-24 00:00:00,PREMIUM
CUST-00080,Joseph Lopez,joseph.lopez80@outlook.com,2022-08-22 00:00:00,REGULAR
CUST-00081,Michael Gonzalez,michael.gonzalez81@outlook.com,2022-10-13 00:00:00,PREMIUM
CUST-00082,William Lopez,william.lopez82@store.net,2023-02-14 00:00:00,REGULAR
CUST-00083,Sarah Hernandez,sarah.hernandez83@gmail.com,2022-04-29 00:00:00,PREMIUM
CUST-00084,William Garcia,william.garcia84@store.net,2022-09-29 00:00:00,REGULAR
CUST-00085,Karen Wilson,karen.wilson85@outlook.com,2022-11-18 00:00:00,REGULAR
CUST-00086,Thomas Brown,thomas.brown86@example.com,2023-08-14 00:00:00,REGULAR
CUST-00087,Mary Wilson,mary.wilson87@gmail.com,2023-06-17 00:00:00,VIP
CUST-00088,Sarah Miller,sarah.miller88@outlook.com,2023-03-18 00:00:00,REGULAR
CUST-00089,David Martin,david.martin89@outlook.com,2023-11-11 00:00:00,PREMIUM
CUST-00090,Elizabeth Taylor,elizabethtaylor#example.com,2023-11-14 00:00:00,REGULAR
CUST-00091,Richard Martinez,richard.martinez91@store.net,2022-05-11 00:00:00,REGULAR
CUST-00092,Richard Garcia,richard.garcia92@store.net,2023-08-06 00:00:00,REGULAR
CUST-00093,Sarah Smith,sarah.smith93@outlook.com,2022-10-21 00:00:00,REGULAR
CUST-00094,Charles Martin,charles.martin94@outlook.com,2023-04-22 00:00:00,REGULAR
CUST-00095,Michael Taylor,michael.taylor95@example.com,2022-06-23 00:00:00,REGULAR
CUST-00096,Elizabeth Taylor,elizabethtaylor#example.com,2022-04-06 00:00:00,PREMIUM
CUST-00097,Linda Martinez,linda.martinez97@yahoo.com,2022-07-23 00:00:00,REGULAR
CUST-00098,Mary Davis,mary.davis98@example.com,2023-09-18 00:00:00,PREMIUM
CUST-00099,John Anderson,john.anderson99@example.com,2023-10-07 00:00:00,REGULAR
CUST-00100,Richard Thomas,richard.thomas100@example.com,2022-09-07 00:00:00,REGULAR
CUST-00101,James Brown,james.brown101@example.com,2022-08-13 00:00:00,REGULAR
CUST-00102,Thomas Anderson,thomas.anderson102@gmail.com,2023-07-25 00:00:00,REGULAR
CUST-00103,Patricia Anderson,patricia.anderson103@yahoo.com,2023-04-21 00:00:00,REGULAR
CUST-00104,Sarah Martin,sarah.martin104@outlook.com,2023-03-30 00:00:00,REGULAR
CUST-00105,Thomas Wilson,invalid_email_105,2022-06-12 00:00:00,PREMIUM
CUST-00106,Jessica Anderson,jessica.anderson106@outlook.com,2022-09-11 00:00:00,PREMIUM
CUST-00107,William Taylor,william.taylor107@example.com,2023-10-04 00:00:00,REGULAR
CUST-00108,Joseph Williams,joseph.williams108@outlook.com,2022-08-29 00:00:00,REGULAR
CUST-00109,David Moore,david.moore109@gmail.com,2022-05-22 00:00:00,REGULAR
CUST-00110,Richard Jones,richard.jones110@yahoo.com,2022-03-07 00:00:00,REGULAR
CUST-00111,David Moore,david.moore111@example.com,2023-03-02 00:00:00,REGULAR
CUST-00112,Susan Gonzalez,susan.gonzalez112@store.net,2022-01-21 00:00:00,PREMIUM
CUST-00113,Charles Gonzalez,charles.gonzalez113@example.com,2022-01-07 00:00:00,VIP
CUST-00114,Elizabeth Gonzalez,elizabeth.gonzalez114@example.com,2023-07-06 00:00:00,PREMIUM
CUST-00115,Sarah Martin,sarah.martin@domain_without_extension,2023-05-15 00:00:00,REGULAR
CUST-00116,Susan Thomas,susan.thomas116@gmail.com,2023-02-03 00:00:00,REGULAR
CUST-00117,Richard Garcia,richard.garcia117@example.com,2022-05-11 00:00:00,VIP
CUST-00118,Sarah Smith,sarah.smith118@example.com,2023-08-30 00:00:00,REGULAR
CUST-00119,James Williams,james.williams119@example.com,2022-05-19 00:00:00,PREMIUM
CUST-00120,Jennifer Johnson,jennifer.johnson120@outlook.com,2023-01-24 00:00:00,REGULAR
CUST-00121,Joseph Hernandez,joseph.hernandez121@outlook.com,2023-01-24 00:00:00,REGULAR
CUST-00122,Susan Rodriguez,susan.rodriguez122@gmail.com,2023-04-27 00:00:00,REGULAR
CUST-00123,Sarah Johnson,sarah.johnson123@outlook.com,2022-08-18 00:00:00,REGULAR
CUST-00124,Mary Smith,mary.smith124@yahoo.com,2022-07-24 00:00:00,PREMIUM
CUST-00125,Karen Jones,karen.jones125@yahoo.com,2022-05-10 00:00:00,REGULAR
CUST-00126,Patricia Jackson,patricia.jackson126@yahoo.com,2023-04-22 00:00:00,REGULAR
CUST-00127,Barbara Garcia,barbara.garcia127@store.net,2023-09-14 00:00:00,VIP
CUST-00128,Patricia Garcia,patricia.garcia128@outlook.com,2022-04-21 00:00:00,REGULAR
CUST-00129,Elizabeth Jackson,elizabeth.jackson129@example.com,2023-02-11 00:00:00,VIP
CUST-00130,Michael Williams,michael.williams130@store.net,2023-10-05 00:00:00,REGULAR
CUST-00131,Elizabeth Martin,elizabeth.martin131@gmail.com,2023-08-03 00:00:00,PREMIUM
CUST-00132,Barbara Moore,barbara.moore132@example.com,2023-11-09 00:00:00,REGULAR
CUST-00133,Thomas Hernandez,thomas.hernandez133@gmail.com,2023-03-07 00:00:00,PREMIUM
CUST-00134,Patricia Wilson,patricia.wilson134@outlook.com,2023-10-13 00:00:00,PREMIUM
CUST-00135,Joseph Jones,joseph.jones135@example.com,2022-06-30 00:00:00,PREMIUM
CUST-00136,William Martin,william.martin136@store.net,2023-05-11 00:00:00,REGULAR
CUST-00137,Charles Rodriguez,charles.rodriguez137@outlook.com,2022-09-09 00:00:00,PREMIUM
CUST-00138,John Rodriguez,john.rodriguez138@example.com,2022-09-07 00:00:00,PREMIUM
CUST-00139,Charles Martin,charles.martin139@example.com,2022-12-11 00:00:00,REGULAR
CUST-00140,David Garcia,david.garcia140@example.com,2022-08-06 00:00:00,REGULAR
CUST-00141,William Hernandez,william.hernandez141@outlook.com,2023-09-03 00:00:00,PREMIUM
CUST-00142,William Moore,william.moore142@gmail.com,2023-06-14 00:00:00,VIP
CUST-00143,John Davis,invalid_email_143,2023-05-16 00:00:00,REGULAR
CUST-00144,Linda Thomas,linda.thomas144@example.com,2023-04-04 00:00:00,PREMIUM
CUST-00145,John Martinez,john.martinez145@yahoo.com,2023-02-19 00:00:00,REGULAR
CUST-00146,Elizabeth Jackson,elizabeth.jackson146@outlook.com,2023-04-30 00:00:00,REGULAR
CUST-00147,Barbara Wilson,barbara.wilson147@store.net,2022-12-05 00:00:00,REGULAR
CUST-00148,Joseph Rodriguez,joseph.rodriguez148@outlook.com,2022-09-15 00:00:00,REGULAR
CUST-00149,Michael Hernandez,michael.hernandez149@gmail.com,2023-07-03 00:00:00,VIP
CUST-00150,Jennifer Miller,jennifer.miller150@yahoo.com,2023-05-11 00:00:00,REGULAR
CUST-00151,Charles Taylor,charles.taylor151@store.net,2022-10-17 00:00:00,VIP
CUST-00152,Michael Martinez,michael.martinez152@yahoo.com,2023-01-05 00:00:00,REGULAR
CUST-00153,James Moore,james.moore153@yahoo.com,2022-10-08 00:00:00,REGULAR
CUST-00154,Mary Moore,mary.moore154@outlook.com,2022-05-10 00:00:00,REGULAR
CUST-00155,Jessica Brown,jessica.brown155@gmail.com,2023-08-11 00:00:00,REGULAR
CUST-00156,Jessica Anderson,jessica.anderson156@outlook.com,2022-07-08 00:00:00,VIP
CUST-00157,William Thomas,william.thomas157@gmail.com,2022-03-08 00:00:00,REGULAR
CUST-00158,John Jackson,john.jackson158@gmail.com,2022-06-05 00:00:00,REGULAR
CUST-00159,Charles Martinez,charles.martinez159@gmail.com,2022-09-12 00:00:00,REGULAR
CUST-00160,Susan Martin,susan.martin160@store.net,2023-09-26 00:00:00,REGULAR
CUST-00161,Thomas Gonzalez,thomas.gonzalez161@example.com,2023-03-30 00:00:00,REGULAR
CUST-00162,Charles Wilson,charles.wilson162@outlook.com,2023-08-06 00:00:00,REGULAR
CUST-00163,Karen Brown,karen.brown163@yahoo.com,2023-10-03 00:00:00,REGULAR
CUST-00164,John Garcia,john.garcia164@yahoo.com,2022-06-27 00:00:00,REGULAR
CUST-00165,Jennifer Smith,jennifer.smith165@example.com,2023-04-07 00:00:00,REGULAR
CUST-00166,Jessica Martinez,jessica.martinez166@gmail.com,2022-08-26 00:00:00,REGULAR
CUST-00167,Elizabeth Anderson,elizabeth.anderson167@gmail.com,2022-08-28 00:00:00,VIP
CUST-00168,Charles Miller,charles.miller168@example.com,2022-04-28 00:00:00,REGULAR
CUST-00169,Robert Rodriguez,robert.rodriguez169@yahoo.com,2022-03-15 00:00:00,REGULAR
CUST-00170,Elizabeth Martin,elizabeth.martin170@store.net,2022-10-23 00:00:00,REGULAR
CUST-00171,Joseph Martinez,joseph.martinez171@example.com,2022-10-06 00:00:00,REGULAR
CUST-00172,Jessica Anderson,jessica.anderson172@gmail.com,2023-09-05 00:00:00,REGULAR
CUST-00173,Susan Hernandez,susan.hernandez173@store.net,2022-09-14 00:00:00,REGULAR
CUST-00174,Linda Jackson,linda.jackson174@store.net,2022-01-22 00:00:00,VIP
CUST-00175,William Jackson,william.jackson175@gmail.com,2022-06-29 00:00:00,REGULAR
CUST-00176,Joseph Rodriguez,joseph.rodriguez176@yahoo.com,2023-08-23 00:00:00,REGULAR
CUST-00177,Jessica Williams,jessica.williams177@example.com,2022-12-23 00:00:00,REGULAR
CUST-00178,David Brown,david.brown178@yahoo.com,2022-12-04 00:00:00,REGULAR
CUST-00179,Jessica Martinez,jessica.martinez179@example.com,2023-07-18 00:00:00,REGULAR
CUST-00180,John Hernandez,john.hernandez180@outlook.com,2022-11-28 00:00:00,REGULAR
CUST-00181,Richard Taylor,richard.taylor181@gmail.com,2023-11-05 00:00:00,PREMIUM
CUST-00182,Joseph Wilson,joseph.wilson182@gmail.com,2022-07-12 00:00:00,REGULAR
CUST-00183,Karen Thomas,karen.thomas183@example.com,2022-02-22 00:00:00,REGULAR
CUST-00184,Sarah Jones,sarah.jones184@outlook.com,2023-03-25 00:00:00,PREMIUM
CUST-00185,Jessica Brown,jessica.brown185@gmail.com,2023-10-08 00:00:00,REGULAR
CUST-00186,Linda Garcia,linda.garcia186@outlook.com,2023-07-19 00:00:00,REGULAR
CUST-00187,Susan Williams,susan.williams187@yahoo.com,2022-04-27 00:00:00,REGULAR
CUST-00188,Patricia Jones,patricia.jones188@example.com,2022-10-26 00:00:00,REGULAR
CUST-00189,William Wilson,william.wilson189@example.com,2023-04-29 00:00:00,REGULAR
CUST-00190,Sarah Jones,sarah.jones190@example.com,2022-07-15 00:00:00,VIP
CUST-00191,Thomas Jones,thomas.jones191@gmail.com,2022-10-10 00:00:00,PREMIUM
CUST-00192,Susan Hernandez,susan.hernandez192@store.net,2022-10-01 00:00:00,PREMIUM
CUST-00193,Elizabeth Martinez,elizabeth.martinez193@store.net,2023-08-17 00:00:00,VIP
CUST-00194,Jessica Jones,jessica.jones194@example.com,2023-07-06 00:00:00,REGULAR
CUST-00195,David Moore,david.moore195@store.net,2023-01-22 00:00:00,REGULAR
CUST-00196,David Miller,david.miller196@yahoo.com,2023-08-09 00:00:00,REGULAR
CUST-00197,Susan Johnson,susan.johnson197@outlook.com,2023-04-30 00:00:00,PREMIUM
CUST-00198,Richard Gonzalez,richard.gonzalez198@yahoo.com,2023-05-23 00:00:00,VIP
CUST-00199,Robert Taylor,robert.taylor199@store.net,2022-12-06 00:00:00,PREMIUM
CUST-00200,Joseph Brown,joseph.brown200@store.net,2023-04-13 00:00:00,REGULAR
CUST-00201,Robert Wilson,robert.wilson201@yahoo.com,2022-03-18 00:00:00,REGULAR
CUST-00202,William Hernandez,william.hernandez202@store.net,2023-02-12 00:00:00,REGULAR
CUST-00203,David Moore,david.moore203@example.com,2022-11-21 00:00:00,REGULAR
CUST-00204,Jessica Moore,jessica.moore204@gmail.com,2023-09-25 00:00:00,REGULAR
CUST-00205,Elizabeth Davis,elizabeth.davis205@gmail.com,2023-03-21 00:00:00,VIP
CUST-00206,Patricia Anderson,patricia.anderson206@yahoo.com,2022-11-03 00:00:00,VIP
CUST-00207,Mary Hernandez,mary.hernandez207@gmail.com,2022-10-28 00:00:00,REGULAR
CUST-00208,Susan Jones,susan.jones208@yahoo.com,2023-06-28 00:00:00,REGULAR
CUST-00209,Jennifer Garcia,jennifer.garcia209@yahoo.com,2022-03-22 00:00:00,REGULAR
CUST-00210,Richard Martin,richard.martin210@yahoo.com,2023-05-25 00:00:00,VIP
CUST-00211,Robert Davis,robert.davis211@example.com,2023-10-16 00:00:00,REGULAR
CUST-00212,William Smith,william.smith212@example.com,2022-10-22 00:00:00,REGULAR
CUST-00213,Jennifer Williams,jennifer.williams213@example.com,2022-12-20 00:00:00,VIP
CUST-00214,Elizabeth Wilson,elizabeth.wilson214@outlook.com,2023-04-13 00:00:00,PREMIUM
CUST-00215,Michael Gonzalez,michael.gonzalez215@example.com,2022-04-20 00:00:00,REGULAR
CUST-00216,Charles Lopez,charles.lopez216@store.net,2022-10-30 00:00:00,VIP
CUST-00217,Elizabeth Smith,elizabeth.smith217@example.com,2022-10-09 00:00:00,REGULAR
CUST-00218,Mary Martin,mary.martin218@example.com,2022-10-21 00:00:00,PREMIUM
CUST-00219,Linda Martin,linda.martin219@outlook.com,2022-08-13 00:00:00,REGULAR
CUST-00220,Karen Rodriguez,karen.rodriguez220@yahoo.com,2023-10-06 00:00:00,REGULAR
CUST-00221,Mary Martinez,mary.martinez221@example.com,2022-02-04 00:00:00,REGULAR
CUST-00222,Robert Williams,robert.williams222@outlook.com,2022-12-01 00:00:00,PREMIUM
CUST-00223,Jennifer Miller,jennifer.miller223@yahoo.com,2023-07-07 00:00:00,PREMIUM
CUST-00224,Barbara Taylor,barbara.taylor224@store.net,2022-10-07 00:00:00,PREMIUM
CUST-00225,William Thomas,william.thomas225@outlook.com,2022-12-13 00:00:00,PREMIUM
CUST-00226,Joseph Williams,joseph.williams226@yahoo.com,2022-08-20 00:00:00,PREMIUM
CUST-00227,Richard Moore,richard.moore227@outlook.com,2022-04-03 00:00:00,PREMIUM
CUST-00228,James Rodriguez,james.rodriguez228@store.net,2022-05-07 00:00:00,REGULAR
CUST-00229,William Jackson,invalid_email_229,2023-10-16 00:00:00,VIP
CUST-00230,Patricia Davis,patricia.davis230@example.com,2022-01-26 00:00:00,REGULAR
CUST-00231,Sarah Hernandez,sarah.hernandez231@store.net,2022-08-15 00:00:00,REGULAR
CUST-00232,Joseph Martinez,joseph.martinez232@example.com,2022-04-30 00:00:00,REGULAR
CUST-00233,Mary Martinez,mary.martinez233@example.com,2022-04-29 00:00:00,REGULAR
CUST-00234,Sarah Jones,sarah.jones234@example.com,2023-04-10 00:00:00,REGULAR
CUST-00235,Sarah Wilson,sarah.wilson235@store.net,2022-06-08 00:00:00,PREMIUM
CUST-00236,Patricia Thomas,patricia.thomas236@store.net,2023-02-22 00:00:00,VIP
CUST-00237,William Johnson,william.johnson237@outlook.com,2022-08-11 00:00:00,REGULAR
CUST-00238,Linda Lopez,linda.lopez238@gmail.com,2023-01-12 00:00:00,REGULAR
CUST-00239,Barbara Johnson,barbara.johnson239@example.com,2022-10-10 00:00:00,REGULAR
CUST-00240,Patricia Anderson,patricia.anderson240@gmail.com,2023-11-10 00:00:00,REGULAR
CUST-00241,Karen Smith,karen.smith241@gmail.com,2022-12-08 00:00:00,REGULAR
CUST-00242,Robert Jackson,robert.jackson242@yahoo.com,2022-03-12 00:00:00,PREMIUM
CUST-00243,Sarah Miller,sarah.miller243@store.net,2022-08-10 00:00:00,PREMIUM
CUST-00244,Linda Hernandez,linda.hernandez244@yahoo.com,2023-09-03 00:00:00,REGULAR
CUST-00245,Robert Jones,robert.jones245@store.net,2022-09-14 00:00:00,PREMIUM
CUST-00246,Patricia Smith,patricia.smith246@yahoo.com,2022-01-16 00:00:00,REGULAR
CUST-00247,Linda Jackson,linda.jackson247@outlook.com,2022-01-17 00:00:00,REGULAR
CUST-00248,Mary Jones,mary.jones248@example.com,2023-06-23 00:00:00,REGULAR
CUST-00249,John Thomas,john.thomas249@example.com,2023-01-06 00:00:00,REGULAR
CUST-00250,Patricia Anderson,patricia.anderson250@store.net,2022-08-15 00:00:00,VIP
CUST-00251,Mary Taylor,marytaylor#example.com,2023-04-15 00:00:00,REGULAR
CUST-00252,James Johnson,james.johnson252@example.com,2023-02-16 00:00:00,REGULAR
CUST-00253,Patricia Thomas,patricia.thomas253@example.com,2022-03-17 00:00:00,PREMIUM
CUST-00254,David Martin,david.martin254@yahoo.com,2022-03-09 00:00:00,REGULAR
CUST-00255,Karen Jackson,karen.jackson255@store.net,2022-11-29 00:00:00,REGULAR
CUST-00256,Karen Taylor,karen.taylor256@outlook.com,2023-04-10 00:00:00,REGULAR
CUST-00257,Susan Brown,susan.brown257@gmail.com,2023-11-02 00:00:00,REGULAR
CUST-00258,Sarah Miller,sarah.miller258@example.com,2023-04-08 00:00:00,PREMIUM
CUST-00259,Susan Hernandez,susan.hernandez259@example.com,2023-02-13 00:00:00,REGULAR
CUST-00260,Patricia Hernandez,patricia.hernandez260@example.com,2022-11-17 00:00:00,REGULAR
CUST-00261,Barbara Jones,barbara.jones261@example.com,2022-03-10 00:00:00,REGULAR
CUST-00262,John Williams,john.williams262@example.com,2022-04-09 00:00:00,PREMIUM
CUST-00263,Barbara Jones,barbara.jones263@store.net,2022-03-03 00:00:00,REGULAR
CUST-00264,Sarah Moore,sarah.moore264@outlook.com,2023-11-18 00:00:00,REGULAR
CUST-00265,Barbara Wilson,barbara.wilson265@gmail.com,2022-10-22 00:00:00,REGULAR
CUST-00266,Barbara Brown,barbara.brown266@store.net,2023-06-04 00:00:00,REGULAR
CUST-00267,Jessica Davis,jessica.davis267@gmail.com,2022-12-25 00:00:00,PREMIUM
CUST-00268,Barbara Brown,barbara.brown268@outlook.com,2023-08-11 00:00:00,REGULAR
CUST-00269,Susan Moore,susan.moore269@store.net,2023-09-21 00:00:00,REGULAR
CUST-00270,Sarah Smith,sarah.smith270@store.net,2023-11-05 00:00:00,PREMIUM
CUST-00271,William Smith,william.smith271@yahoo.com,2022-10-07 00:00:00,PREMIUM
CUST-00272,Elizabeth Hernandez,elizabeth.hernandez272@outlook.com,2022-01-07 00:00:00,REGULAR
CUST-00273,Robert Jackson,robert.jackson273@example.com,2022-03-13 00:00:00,REGULAR
CUST-00274,James Williams,james.williams274@store.net,2022-08-09 00:00:00,REGULAR
CUST-00275,Joseph Hernandez,joseph.hernandez275@yahoo.com,2023-01-14 00:00:00,REGULAR
CUST-00276,David Jackson,david.jackson276@store.net,2022-03-28 00:00:00,PREMIUM
CUST-00277,Robert Garcia,robert.garcia277@store.net,2022-02-20 00:00:00,REGULAR
CUST-00278,William Anderson,william.anderson278@example.com,2023-05-13 00:00:00,REGULAR
CUST-00279,Susan Rodriguez,susan.rodriguez279@yahoo.com,2023-06-09 00:00:00,REGULAR
CUST-00280,Susan Brown,susan.brown280@outlook.com,2023-11-26 00:00:00,REGULAR
CUST-00281,Jessica Taylor,jessica.taylor281@outlook.com,2022-02-16 00:00:00,REGULAR
CUST-00282,Karen Johnson,karenjohnsonatgmail.com,2022-07-29 00:00:00,REGULAR
CUST-00283,Michael Jones,michael.jones283@outlook.com,2022-10-24 00:00:00,REGULAR
CUST-00284,James Thomas,james.thomas284@example.com,2022-06-29 00:00:00,REGULAR
CUST-00285,Sarah Davis,sarah.davis285@store.net,2023-07-27 00:00:00,PREMIUM
CUST-00286,Barbara Williams,barbara.williams286@example.com,2022-02-13 00:00:00,REGULAR
CUST-00287,Joseph Williams,joseph.williams287@outlook.com,2023-08-13 00:00:00,REGULAR
CUST-00288,Richard Wilson,richard.wilson288@outlook.com,2022-04-28 00:00:00,REGULAR
CUST-00289,David Garcia,david.garcia289@store.net,2023-04-17 00:00:00,PREMIUM
CUST-00290,Barbara Williams,barbara.williams290@example.com,2022-04-19 00:00:00,REGULAR
CUST-00291,Charles Gonzalez,charles.gonzalez291@store.net,2022-03-22 00:00:00,REGULAR
CUST-00292,Elizabeth Hernandez,elizabeth.hernandez292@yahoo.com,2022-12-08 00:00:00,PREMIUM
CUST-00293,John Taylor,john.taylor293@gmail.com,2023-06-28 00:00:00,REGULAR
